Time,65cf65e768f3190791a064db; 65cf704368f3190791a064df / Soil_Tensiometer_F5; Soil_tension_sensor / SoilHumiditySensor,65cf65fc68f3190791a064dc; 65cf762b68f3190791a064e7 / Soil_Tensiometer_F6; Soil_tension_sensor / SoilHumiditySensor,65cf660468f3190791a064dd; 65d4b63e68f3190734a4fcf8 / Soil_Tensiometer_x2_F7; Soil_tension_sensor_1 / SoilHumiditySensor,65cf660468f3190791a064dd; 65d4b63e68f3190734a4fcfc / Soil_Tensiometer_x2_F7; Soil_tension_sensor_2 / SoilHumiditySensor,mean_of_tension,65cf65e768f3190791a064db; 65cf704368f3190791a064df / Soil_Tensiometer_F5; Soil_tension_sensor / SoilHumiditySensor_vol,65cf65fc68f3190791a064dc; 65cf762b68f3190791a064e7 / Soil_Tensiometer_F6; Soil_tension_sensor / SoilHumiditySensor_vol,65cf660468f3190791a064dd; 65d4b63e68f3190734a4fcf8 / Soil_Tensiometer_x2_F7; Soil_tension_sensor_1 / SoilHumiditySensor_vol,65cf660468f3190791a064dd; 65d4b63e68f3190734a4fcfc / Soil_Tensiometer_x2_F7; Soil_tension_sensor_2 / SoilHumiditySensor_vol,mean_of_volumetric
2024-03-12 00:00:00+01:00,,,,,,,,,,
2024-03-13 00:00:00+01:00,,,,,,,,,,
2024-03-14 00:00:00+01:00,,,,,,,,,,
2024-03-15 00:00:00+01:00,,,,,,,,,,
2024-03-16 00:00:00+01:00,,,,,,,,,,
2024-03-17 00:00:00+01:00,,,,,,,,,,
2024-03-18 00:00:00+01:00,,,,,,,,,,
2024-03-19 00:00:00+01:00,,,,,,,,,,
2024-03-20 00:00:00+01:00,,,,,,,,,,
2024-03-21 00:00:00+01:00,,,,,,,,,,
2024-03-22 00:00:00+01:00,,,,,,,,,,
2024-03-23 00:00:00+01:00,,,,,,,,,,
2024-03-24 00:00:00+01:00,,,,,,,,,,
2024-03-25 00:00:00+01:00,,,,,,,,,,
2024-03-26 00:00:00+01:00,,,,,,,,,,
2024-03-27 00:00:00+01:00,,,,,,,,,,
2024-03-28 00:00:00+01:00,,,,,,,,,,
2024-03-29 00:00:00+01:00,,,,,,,,,,
2024-03-30 00:00:00+01:00,,,,,,,,,,
2024-03-31 00:00:00+01:00,,,,,,,,,,
2024-04-01 00:00:00+01:00,,,,,,,,,,
2024-04-02 00:00:00+01:00,,,,,,,,,,
2024-04-03 00:00:00+01:00,,,,,,,,,,
2024-04-04 00:00:00+01:00,,,,,,,,,,
2024-04-05 00:00:00+01:00,,,,,,,,,,
2024-04-06 00:00:00+01:00,,,,,,,,,,
2024-04-07 00:00:00+01:00,,,,,,,,,,
2024-04-08 00:00:00+01:00,,,,,,,,,,
2024-04-09 00:00:00+01:00,,,,,,,,,,
2024-04-10 00:00:00+01:00,,,,,,,,,,
2024-04-11 00:00:00+01:00,,,,,,,,,,
2024-04-12 00:00:00+01:00,,,,,,,,,,
2024-04-13 00:00:00+01:00,,,,,,,,,,
2024-04-14 00:00:00+01:00,,,,,,,,,,
2024-04-15 00:00:00+01:00,,,,,,,,,,
2024-04-16 00:00:00+01:00,,,,,,,,,,
2024-04-17 00:00:00+01:00,,,,,,,,,,
2024-04-18 00:00:00+01:00,,,,,,,,,,
2024-04-19 00:00:00+01:00,,,,,,,,,,
2024-04-20 00:00:00+01:00,,,,,,,,,,
2024-04-21 00:00:00+01:00,,,,,,,,,,
2024-04-22 00:00:00+01:00,,,,,,,,,,
2024-04-23 00:00:00+01:00,,,,,,,,,,
2024-04-24 00:00:00+01:00,,,,,,,,,,
2024-04-25 00:00:00+01:00,,,,,,,,,,
2024-04-26 00:00:00+01:00,,,,,,,,,,
2024-04-27 00:00:00+01:00,,,,,,,,,,
2024-04-28 00:00:00+01:00,,,,,,,,,,
2024-04-29 00:00:00+01:00,,,,,,,,,,
2024-04-30 00:00:00+01:00,,,,,,,,,,
2024-05-01 00:00:00+01:00,,,,,,,,,,
2024-05-02 00:00:00+01:00,,,,,,,,,,
2024-05-03 00:00:00+01:00,,,,,,,,,,
2024-05-04 00:00:00+01:00,,,,,,,,,,
2024-05-05 00:00:00+01:00,,,,,,,,,,
2024-05-06 00:00:00+01:00,,,,,,,,,,
2024-05-07 00:00:00+01:00,,,,,,,,,,
2024-05-08 00:00:00+01:00,,,,,,,,,,
2024-05-09 00:00:00+01:00,,,,,,,,,,
2024-05-10 00:00:00+01:00,,,,,,,,,,
2024-05-11 00:00:00+01:00,,,,,,,,,,
2024-05-12 00:00:00+01:00,,,,,,,,,,
2024-05-13 00:00:00+01:00,,,,,,,,,,
2024-05-14 00:00:00+01:00,,,,,,,,,,
2024-05-15 00:00:00+01:00,,,,,,,,,,
2024-05-16 00:00:00+01:00,,25.45263157894737,13.610526315789475,13.042105263157895,17.36842105263158,,0.2129,0.2738,0.2769,0.25453333333333333
2024-05-17 00:00:00+01:00,14.9125,30.951851851851853,14.215384615384616,13.834615384615384,18.478587962962962,0.2668,0.1871,0.2705,0.2726,0.24924999999999997
2024-05-18 00:00:00+01:00,15.5,36.925925925925924,15.603703703703705,14.833333333333334,20.71574074074074,0.2636,0.161,0.263,0.2672,0.2387
2024-05-19 00:00:00+01:00,16.9,44.95925925925926,17.666666666666668,15.503703703703705,23.75740740740741,0.2562,0.1287,0.2521,0.2636,0.22515000000000002
2024-05-20 00:00:00+01:00,17.866666666666664,58.7037037037037,20.433333333333334,16.496296296296297,28.375,0.2511,0.0809,0.2378,0.2583,0.207025
2024-05-21 00:00:00+01:00,19.7,75.76666666666667,23.633333333333333,17.53333333333333,34.15833333333333,0.2415,0.0337,0.2217,0.2528,0.187425
2024-05-22 00:00:00+01:00,21.216666666666665,95.89629629629628,27.822222222222223,18.644444444444442,40.8949074074074,0.2338,0.0,0.2016,0.247,0.1706
2024-05-23 00:00:00+01:00,22.8,117.34814814814816,31.664,19.996,47.95203703703704,0.2259,0.0,0.1839,0.24,0.16244999999999998
2024-05-24 00:00:00+01:00,,137.94074074074075,37.229629629629635,21.38148148148148,65.51728395061728,,0.0,0.1597,0.233,0.13090000000000002
2024-05-25 00:00:00+01:00,,158.3148148148148,44.33076923076923,23.176923076923078,75.2741690408357,,0.0,0.1311,0.224,0.11836666666666666
2024-05-26 00:00:00+01:00,,176.83076923076925,56.55,24.97307692307692,86.11794871794872,,0.0,0.0878,0.2152,0.10099999999999999
2024-05-27 00:00:00+01:00,,192.18846153846152,70.11481481481482,26.74814814814815,96.35047483380818,,0.0,0.0479,0.2066,0.08483333333333333
2024-05-28 00:00:00+01:00,,204.3111111111111,85.14814814814815,28.462962962962962,105.97407407407407,,0.0,0.0131,0.1986,0.07056666666666667
2024-05-29 00:00:00+01:00,,216.85833333333335,100.39565217391304,30.61304347826087,115.95567632850242,,0.0082,0.0,0.1887,0.06563333333333334
2024-05-30 00:00:00+01:00,,224.56,114.896,32.907999999999994,124.12133333333334,,0.018,0.0,0.1784,0.06546666666666666
2024-05-31 00:00:00+01:00,,238.51333333333332,130.23999999999998,35.593333333333334,134.78222222222223,,0.0368,0.0,0.1666,0.0678
2024-06-01 00:00:00+01:00,,247.02222222222224,141.93333333333334,39.06666666666666,142.67407407407407,,0.0487,0.0,0.1521,0.06693333333333333
2024-06-02 00:00:00+01:00,,249.24814814814815,153.17777777777778,43.548148148148144,148.658024691358,,0.0519,0.0,0.1342,0.062033333333333336
2024-06-03 00:00:00+01:00,,247.8153846153846,163.3,50.2074074074074,153.77426400759734,,0.0498,0.0,0.1094,0.05306666666666667
2024-06-04 00:00:00+01:00,,255.77407407407406,173.38846153846154,56.49615384615385,161.88622981956317,,0.0611,0.0,0.088,0.0497
2024-06-05 00:00:00+01:00,,255.3148148148148,126.03076923076924,66.32307692307693,149.22288698955364,,0.0604,0.0,0.0583,0.03956666666666667
2024-06-06 00:00:00+01:00,,255.02962962962962,0.2,29.896153846153844,95.04192782526115,,0.06,0.3489,0.1919,0.20026666666666668
2024-06-07 00:00:00+01:00,,249.91111111111113,1.7111111111111112,12.92222222222222,88.1814814814815,,0.0528,0.3403,0.2775,0.22353333333333336
2024-06-08 00:00:00+01:00,,242.59629629629632,5.518518518518518,11.751851851851852,86.62222222222222,,0.0425,0.3187,0.2839,0.21503333333333333
2024-06-09 00:00:00+01:00,,239.06956521739133,7.691666666666666,11.725,86.162077294686,,0.0376,0.3065,0.2841,0.20940000000000003
2024-06-10 00:00:00+01:00,,252.33333333333334,9.885185185185184,11.766666666666666,91.32839506172839,,0.0562,0.2942,0.2839,0.21143333333333336
2024-06-11 00:00:00+01:00,173.4,261.3,2.074074074074074,12.15925925925926,112.23333333333335,0.0,0.0689,0.3382,0.2817,0.17220000000000002
2024-06-12 00:00:00+01:00,,240.22,4.208,12.308,85.57866666666666,,0.0392,0.3261,0.2809,0.2154
2024-06-13 00:00:00+01:00,,225.1037037037037,2.9481481481481477,12.18148148148148,80.07777777777777,,0.0187,0.3332,0.2816,0.21116666666666664
2024-06-14 00:00:00+01:00,,218.04814814814816,10.753846153846155,12.319230769230769,80.37374169040835,,0.0097,0.2894,0.2808,0.1933
2024-06-15 00:00:00+01:00,,210.8925925925926,11.71111111111111,12.44814814814815,78.35061728395061,,0.001,0.2842,0.2801,0.18843333333333334
2024-06-16 00:00:00+01:00,,209.14074074074074,12.603703703703705,12.91851851851852,78.22098765432098,,0.0,0.2793,0.2776,0.18563333333333332
2024-06-17 00:00:00+01:00,,206.7037037037037,13.503846153846155,13.253846153846153,77.820465337132,,0.0,0.2744,0.2757,0.18336666666666668
2024-06-18 00:00:00+01:00,,210.02962962962962,14.914814814814815,14.05185185185185,79.66543209876544,,0.0,0.2667,0.2714,0.17936666666666667
2024-06-19 00:00:00+01:00,,214.7296296296296,17.05185185185185,14.97037037037037,82.25061728395062,,0.0056,0.2554,0.2664,0.17580000000000004
2024-06-20 00:00:00+01:00,,224.94814814814816,20.77037037037037,15.87037037037037,87.1962962962963,,0.0185,0.2361,0.2616,0.17206666666666667
2024-06-21 00:00:00+01:00,,229.13703703703703,26.59259259259259,17.196296296296296,90.9753086419753,,0.0241,0.2074,0.2546,0.16203333333333333
2024-06-22 00:00:00+01:00,,231.02307692307693,30.62222222222222,18.788888888888888,93.47806267806267,,0.0266,0.1886,0.2463,0.15383333333333335
2024-06-23 00:00:00+01:00,,232.82592592592593,35.34074074074074,20.4037037037037,96.19012345679012,,0.029,0.1677,0.2379,0.14486666666666667
2024-06-24 00:00:00+01:00,,229.02592592592592,41.43703703703704,22.314814814814813,97.5925925925926,,0.0239,0.1425,0.2283,0.13156666666666667
2024-06-25 00:00:00+01:00,,235.98888888888888,51.50769230769231,24.107692307692307,103.86809116809117,,0.0334,0.1048,0.2194,0.11920000000000001
2024-06-26 00:00:00+01:00,,242.87037037037038,66.12222222222222,26.31111111111111,111.7679012345679,,0.0429,0.0588,0.2087,0.10346666666666667
2024-06-27 00:00:00+01:00,,243.0037037037037,18.657692307692308,29.21153846153846,96.95764482431149,,0.0431,0.2469,0.1951,0.1617
2024-06-28 00:00:00+01:00,,247.7888888888889,0.16666666666666666,32.422222222222224,93.45925925925927,,0.0498,0.3491,0.1805,0.19313333333333335
2024-06-29 00:00:00+01:00,,248.11153846153846,1.5407407407407407,35.096296296296295,94.9161918328585,,0.0503,0.3412,0.1688,0.18676666666666666
2024-06-30 00:00:00+01:00,,249.17777777777778,5.01111111111111,36.611111111111114,96.93333333333334,,0.0518,0.3216,0.1623,0.17856666666666668
2024-07-01 00:00:00+01:00,,246.59259259259258,1.762962962962963,4.218518518518518,84.19135802469135,,0.0481,0.34,0.326,0.23803333333333332
2024-07-02 00:00:00+01:00,240.1,244.7,0.8962962962962963,1.2814814814814814,121.74444444444443,0.039,0.0455,0.3449,0.3427,0.193025
2024-07-03 00:00:00+01:00,,242.22592592592594,0.3074074074074074,0.4555555555555555,80.9962962962963,,0.042,0.3483,0.3474,0.2459
2024-07-04 00:00:00+01:00,,243.53333333333333,0.05185185185185185,0.6814814814814815,81.42222222222223,,0.0438,0.3497,0.3461,0.24653333333333335
2024-07-05 00:00:00+01:00,243.29999999999998,243.72222222222223,0.3538461538461538,1.123076923076923,122.12478632478634,0.0435,0.0441,0.348,0.3436,0.1948
2024-07-06 00:00:00+01:00,,239.65925925925927,2.9444444444444446,4.548148148148148,82.38395061728396,,0.0384,0.3333,0.3242,0.23196666666666665
2024-07-07 00:00:00+01:00,246.8,241.92962962962963,7.051851851851852,9.481481481481481,126.31574074074074,0.0484,0.0416,0.3101,0.2965,0.17415
2024-07-08 00:00:00+01:00,254.4333333333333,244.47692307692307,1.2192307692307693,1.9115384615384616,125.51025641025639,0.0592,0.0452,0.3431,0.3391,0.19665
2024-07-09 00:00:00+01:00,251.25,245.06923076923078,0.04814814814814815,0.02592592592592593,124.09832621082622,0.0547,0.046,0.3497,0.3499,0.200075
2024-07-10 00:00:00+01:00,,249.2185185185185,0.13333333333333333,0.0,83.11728395061728,,0.0518,0.3492,0.35,0.25033333333333335
2024-07-11 00:00:00+01:00,344.5,254.18148148148146,5.318518518518518,0.38148148148148153,151.09537037037038,0.1584,0.0588,0.3198,0.3478,0.22119999999999998
2024-07-12 00:00:00+01:00,,246.00370370370368,2.184615384615385,0.4538461538461539,82.8807217473884,,0.0473,0.3376,0.3474,0.24409999999999998
2024-07-13 00:00:00+01:00,,245.4962962962963,3.8185185185185184,3.085185185185185,84.13333333333334,,0.0466,0.3283,0.3325,0.2358
2024-07-14 00:00:00+01:00,,245.25555555555553,10.385185185185184,12.074074074074074,89.23827160493825,,0.0462,0.2915,0.2822,0.20663333333333334
2024-07-15 00:00:00+01:00,,254.36666666666665,13.881481481481481,14.218518518518518,94.15555555555555,,0.0591,0.2723,0.2705,0.20063333333333333
2024-07-16 00:00:00+01:00,,251.11111111111111,2.3962962962962964,3.7111111111111112,85.73950617283951,,0.0545,0.3364,0.3289,0.23993333333333333
2024-07-17 00:00:00+01:00,,250.2296296296296,0.18518518518518517,1.1962962962962962,83.87037037037037,,0.0533,0.3489,0.3432,0.2484666666666667
2024-07-18 00:00:00+01:00,,253.93846153846152,0.26296296296296295,1.414814814814815,85.2054131054131,,0.0585,0.3485,0.342,0.24966666666666668
2024-07-19 00:00:00+01:00,,256.97777777777776,0.14074074074074072,0.8037037037037037,85.97407407407407,,0.0628,0.3492,0.3454,0.2524666666666667
2024-07-20 00:00:00+01:00,,253.54444444444445,3.2222222222222223,3.855555555555555,86.87407407407407,,0.0579,0.3317,0.3281,0.23923333333333333
2024-07-21 00:00:00+01:00,,252.40370370370368,3.5777777777777775,3.4074074074074074,86.46296296296295,,0.0563,0.3297,0.3306,0.23886666666666667
2024-07-22 00:00:00+01:00,,257.6454545454545,12.245454545454544,10.663636363636364,93.51818181818182,,0.0637,0.2812,0.2899,0.2116
2024-07-23 00:00:00+01:00,263.8,250.1703703703704,14.314814814814815,14.014814814814814,135.575,0.0724,0.0532,0.27,0.2716,0.1668
2024-07-24 00:00:00+01:00,255.0,251.74814814814815,18.456,17.316,135.63003703703706,0.06,0.0554,0.248,0.254,0.15435
2024-07-25 00:00:00+01:00,255.0,260.2,24.842307692307692,21.042307692307695,140.27115384615385,0.06,0.0674,0.2158,0.2347,0.144475
2024-07-26 00:00:00+01:00,255.0,255.07777777777778,28.35925925925926,23.62222222222222,140.51481481481483,0.06,0.0601,0.1991,0.2218,0.13524999999999998
2024-07-27 00:00:00+01:00,255.0,251.2962962962963,32.803703703703704,26.29259259259259,141.34814814814814,0.06,0.0548,0.1788,0.2088,0.1256
2024-07-28 00:00:00+01:00,,256.4925925925926,38.38148148148148,29.496296296296297,108.12345679012346,,0.0621,0.1549,0.1938,0.13693333333333335
2024-07-29 00:00:00+01:00,,260.86296296296297,47.15925925925926,34.270370370370365,114.09753086419754,,0.0683,0.1205,0.1724,0.1204
2024-07-30 00:00:00+01:00,,266.75925925925924,62.492592592592594,41.770370370370365,123.67407407407406,,0.0766,0.0693,0.1411,0.09566666666666668
2024-07-31 00:00:00+01:00,255.0,265.9111111111111,87.33846153846154,52.892307692307696,165.28547008547005,0.06,0.0754,0.0089,0.1,0.061075
2024-08-01 00:00:00+01:00,255.0,261.3037037037037,118.6962962962963,68.72962962962963,175.9324074074074,0.06,0.0689,0.0,0.0516,0.045125000000000005
2024-08-02 00:00:00+01:00,,262.96923076923076,148.4814814814815,87.82592592592593,166.4255460588794,,0.0713,0.0,0.0079,0.026400000000000003
2024-08-03 00:00:00+01:00,255.0,263.56666666666666,173.63703703703703,109.34074074074073,200.38611111111112,0.06,0.0721,0.0,0.0,0.033025
2024-08-04 00:00:00+01:00,255.0,263.44814814814816,190.1259259259259,130.04074074074074,209.6537037037037,0.06,0.0719,0.0,0.0,0.032975000000000004
2024-08-05 00:00:00+01:00,270.4,261.82592592592596,199.5153846153846,148.52307692307693,220.06609686609687,0.0817,0.0696,0.0,0.0,0.037825
2024-08-06 00:00:00+01:00,255.0,261.95384615384614,205.84814814814814,165.03703703703704,221.95975783475782,0.06,0.0698,0.0,0.0,0.03245
2024-08-07 00:00:00+01:00,,258.9666666666667,208.86296296296297,176.6185185185185,214.81604938271607,,0.0656,0.0,0.0,0.02186666666666667
2024-08-08 00:00:00+01:00,,259.9222222222222,211.7703703703704,186.51111111111112,219.40123456790124,,0.067,0.002,0.0,0.023000000000000003
2024-08-09 00:00:00+01:00,,261.95185185185187,214.71481481481482,195.35555555555558,224.0074074074074,,0.0698,0.0056,0.0,0.02513333333333333
2024-08-10 00:00:00+01:00,,265.4458333333333,218.1037037037037,204.22222222222223,229.25725308641972,,0.0747,0.0098,0.0,0.02816666666666667
2024-08-11 00:00:00+01:00,,265.30384615384617,219.43703703703704,208.92962962962963,231.2235042735043,,0.0745,0.0114,0.0,0.028633333333333334
2024-08-12 00:00:00+01:00,,262.77407407407406,219.8740740740741,211.7814814814815,231.47654320987655,,0.071,0.012,0.002,0.028333333333333332
2024-08-13 00:00:00+01:00,,266.25384615384615,222.37037037037038,217.8296296296296,235.48461538461538,,0.0759,0.0152,0.0094,0.0335
2024-08-14 00:00:00+01:00,,268.13461538461536,223.20740740740743,220.14074074074074,237.16092117758785,,0.0785,0.0163,0.0123,0.0357
2024-08-15 00:00:00+01:00,,265.8740740740741,223.1,220.3296296296296,236.43456790123457,,0.0753,0.0161,0.0126,0.03466666666666667
2024-08-16 00:00:00+01:00,,265.5740740740741,222.1703703703704,217.45925925925926,235.0679012345679,,0.0749,0.0149,0.009,0.03293333333333333
2024-08-17 00:00:00+01:00,,201.16400000000002,171.7875,160.1625,177.70466666666667,,0.0,0.0,0.0,0.0
2024-08-18 00:00:00+01:00,,9.440740740740742,11.037037037037036,0.3222222222222222,6.933333333333334,,0.2967,0.2879,0.3482,0.31093333333333334
2024-08-19 00:00:00+01:00,,13.81111111111111,14.453846153846154,4.415384615384616,10.893447293447293,,0.2727,0.2692,0.3249,0.2889333333333333
2024-08-20 00:00:00+01:00,,16.31111111111111,17.12962962962963,7.633333333333333,13.691358024691356,,0.2593,0.2549,0.3068,0.27366666666666667
2024-08-21 00:00:00+01:00,,19.97407407407407,20.874074074074073,11.718518518518518,17.522222222222222,,0.2401,0.2355,0.2841,0.25323333333333337
2024-08-22 00:00:00+01:00,,25.07037037037037,25.244444444444444,13.044444444444444,21.119753086419752,,0.2147,0.2139,0.2769,0.23516666666666666
2024-08-23 00:00:00+01:00,,30.77777777777778,28.615384615384617,14.53076923076923,24.641310541310542,,0.1879,0.1979,0.2688,0.21820000000000003
2024-08-24 00:00:00+01:00,,35.851851851851855,31.203703703703702,16.18888888888889,27.748148148148147,,0.1655,0.186,0.2599,0.2038
2024-08-25 00:00:00+01:00,,42.56296296296296,34.08888888888889,17.729629629629628,31.460493827160494,,0.138,0.1732,0.2518,0.18766666666666668
2024-08-26 00:00:00+01:00,,52.92962962962962,37.025925925925925,18.98888888888889,36.31481481481482,,0.0999,0.1606,0.2452,0.16856666666666667
2024-08-27 00:00:00+01:00,,70.72592592592592,40.911111111111104,20.244444444444444,43.96049382716049,,0.0463,0.1446,0.2387,0.1432
2024-08-28 00:00:00+01:00,,99.80740740740741,45.303703703703704,21.607407407407408,55.57283950617284,,0.0,0.1274,0.2318,0.11973333333333334
2024-08-29 00:00:00+01:00,,138.61481481481482,52.4962962962963,23.037037037037038,71.38271604938272,,0.0,0.1014,0.2247,0.1087
2024-08-30 00:00:00+01:00,,177.0851851851852,63.84444444444444,24.81851851851852,88.58271604938273,,0.0,0.0653,0.2159,0.09373333333333334
2024-08-31 00:00:00+01:00,,214.38846153846154,79.85555555555555,26.703703703703702,106.98257359924025,,0.0052,0.0243,0.2069,0.0788
2024-09-01 00:00:00+01:00,,242.76153846153846,103.4148148148148,29.574074074074073,125.25014245014245,,0.0427,0.0,0.1934,0.07869999999999999
2024-09-02 00:00:00+01:00,,256.72962962962964,131.47407407407408,33.788888888888884,140.6641975308642,,0.0624,0.0,0.1745,0.07896666666666667
2024-09-03 00:00:00+01:00,,274.38666666666666,154.99333333333334,38.17333333333333,155.85111111111112,,0.0872,0.0,0.1558,0.081
2024-09-04 00:00:00+01:00,,272.875,171.66538461538462,44.43846153846154,162.9929487179487,,0.0851,0.0,0.1307,0.07193333333333334
2024-09-05 00:00:00+01:00,234.5,272.2,183.30740740740742,55.08518518518518,186.27314814814815,0.0313,0.0841,0.0,0.0926,0.052000000000000005
2024-09-06 00:00:00+01:00,246.8,264.4666666666667,194.72592592592594,67.47037037037038,193.36574074074076,0.0484,0.0734,0.0,0.0551,0.044225
2024-09-07 00:00:00+01:00,250.58333333333334,257.1962962962963,203.97037037037038,82.67037037037036,198.6050925925926,0.0538,0.0631,0.0,0.0182,0.033775
2024-09-08 00:00:00+01:00,246.44285714285712,269.64,200.975,62.35,194.8519642857143,0.0479,0.0806,0.0,0.0697,0.04955
2024-09-09 00:00:00+01:00,192.0,156.55833333333334,63.84,0.092,103.12258333333332,0.0,0.0,0.0654,0.3495,0.103725
2024-09-10 00:00:00+01:00,157.8,51.422222222222224,19.366666666666667,4.3,58.22222222222223,0.0,0.1051,0.2433,0.3256,0.16849999999999998
2024-09-11 00:00:00+01:00,143.925,32.696296296296296,12.674074074074074,8.77037037037037,49.51643518518518,0.0,0.1793,0.2789,0.3004,0.18964999999999999
2024-09-12 00:00:00+01:00,,26.45925925925926,12.537037037037036,11.670370370370371,16.88888888888889,,0.208,0.2796,0.2844,0.25733333333333336
2024-09-13 00:00:00+01:00,121.03333333333335,24.644444444444442,9.070370370370371,1.0703703703703704,38.95462962962963,0.0,0.2168,0.2988,0.3439,0.214875
2024-09-14 00:00:00+01:00,111.08,25.15555555555556,0.8407407407407407,11.637037037037036,37.17833333333333,0.0,0.2143,0.3452,0.2846,0.21102500000000002
2024-09-15 00:00:00+01:00,107.0,27.274074074074072,2.714814814814815,12.977777777777776,37.49166666666667,0.0,0.2042,0.3346,0.2772,0.204
2024-09-16 00:00:00+01:00,104.3,30.496153846153845,1.037037037037037,0.5037037037037037,34.08422364672365,0.0,0.1892,0.3441,0.3471,0.22010000000000002
2024-09-17 00:00:00+01:00,104.7,34.111111111111114,0.17037037037037037,9.655555555555555,37.159259259259265,0.0,0.1731,0.349,0.2955,0.2044
2024-09-18 00:00:00+01:00,104.125,37.81111111111111,1.1333333333333333,12.481481481481481,38.88773148148148,0.0,0.1573,0.3436,0.2799,0.19519999999999998
2024-09-19 00:00:00+01:00,,42.23703703703704,2.6,13.329629629629629,19.38888888888889,,0.1393,0.3352,0.2753,0.24993333333333334
2024-09-20 00:00:00+01:00,106.525,46.98518518518518,4.181481481481482,14.25925925925926,42.98773148148148,0.0,0.1211,0.3263,0.2703,0.179425
2024-09-21 00:00:00+01:00,107.225,55.911111111111104,5.92962962962963,15.396296296296295,46.115509259259255,0.0,0.0899,0.3164,0.2642,0.167625
2024-09-22 00:00:00+01:00,,65.25555555555556,7.4148148148148145,17.07037037037037,29.913580246913583,,0.0613,0.308,0.2553,0.20820000000000002
2024-09-23 00:00:00+01:00,111.15,76.27199999999999,10.26923076923077,0.0,49.42280769230769,0.0,0.0325,0.2921,0.35,0.16865
2024-09-24 00:00:00+01:00,,72.07777777777777,4.144444444444445,2.2333333333333334,26.15185185185185,,0.0429,0.3265,0.3373,0.23556666666666667
2024-09-25 00:00:00+01:00,,53.455555555555556,3.937037037037037,10.274074074074074,22.555555555555557,,0.0981,0.3276,0.2921,0.23926666666666666
2024-09-26 00:00:00+01:00,,42.1037037037037,4.888461538461538,11.95,19.647388414055083,,0.1398,0.3223,0.2828,0.24829999999999997
2024-09-27 00:00:00+01:00,,37.107692307692304,5.5,12.862962962962964,18.490218423551756,,0.1602,0.3188,0.2779,0.25229999999999997
2024-09-28 00:00:00+01:00,,35.281481481481485,6.385185185185185,13.825925925925926,18.497530864197532,,0.168,0.3138,0.2726,0.25146666666666667
